TARGET;AGE;SOCSTATUS_WORK_FL;SOCSTATUS_PENS_FL;GENDER;EDUCATION;MARITAL_STATUS;ORG_TP_STATE;JOB_DIR;PERSONAL_INCOME;OWN_AUTO;WORK_TIME;LOAN_MAX_DLQ_AMT
0;46;1;0;1;Среднее специальное;Разведен(а);Индивидуальный предприниматель;Участие в основ. деятельности;8000;0;12;0
0;36;1;0;0;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;25000;0;54;0
0;30;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;6000;0;24;0
0;29;1;0;0;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;27000;0;24;0
0;41;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;24;0
0;54;1;0;0;Среднее специальное;Состою в браке;Частная компания;Вспомогательный техперсонал;18000;1;60;0
0;31;1;0;1;Среднее специальное;Гражданский брак;Частная компания;Участие в основ. деятельности;15000;0;48;0
0;55;1;1;1;Высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;30000;0;300;0
0;45;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;14000;0;48;0
0;43;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Адм-хоз. и трансп. службы;7000;0;216;0
0;31;1;0;0;Высшее;Не состоял в браке;Государственная комп./учреж.;Служба безопасности;13000;0;12;0
1;32;1;0;0;Высшее;Разведен(а);Частная компания;Участие в основ. деятельности;15000;1;4;0
0;55;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;4500;0;24;0
0;60;1;1;1;Среднее;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;20000;0;132;0
0;27;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;9700;1;48;0
0;29;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;25000;0;30;0
0;58;0;1;0;Высшее;Состою в браке;;;9000;0;;0
0;55;1;0;1;Среднее;Не состоял в браке;Частная компания;Вспомогательный техперсонал;20000;0;84;0
0;23;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;15000;0;60;0
0;64;0;1;0;Среднее специальное;Состою в браке;;;6000;0;;0
0;38;1;0;1;Среднее специальное;Состою в браке;Частная компания;Вспомогательный техперсонал;8000;0;3;0
0;65;0;1;1;Неполное среднее;Вдовец/Вдова;;;7500;0;;0
1;63;0;1;1;Среднее специальное;Состою в браке;;;8000;0;;0
0;48;1;1;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;15000;0;36;0
0;43;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;5500;0;228;0
0;32;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Юридическая служба;12000;0;84;0
0;64;1;1;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;12000;0;72;0
0;43;1;0;0;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;11000;1;120;0
0;29;1;0;1;Неполное среднее;Состою в браке;Частная компания;Участие в основ. деятельности;8000;0;60;0
0;29;1;0;1;Среднее специальное;Не состоял в браке;Индивидуальный предприниматель;Участие в основ. деятельности;12000;0;18;0
0;50;0;1;1;Среднее специальное;Вдовец/Вдова;;;12000;0;;0
0;37;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;21000;1;96;2290
0;56;0;1;1;Среднее специальное;Состою в браке;;;6000;0;;0
0;25;1;0;0;Среднее специальное;Не состоял в браке;Индивидуальный предприниматель;Участие в основ. деятельности;17000;0;24;0
0;61;1;1;1;Среднее;Вдовец/Вдова;Частная компания;Вспомогательный техперсонал;9000;0;24;0
0;28;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;48;0
0;42;1;0;1;Среднее;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;11000;0;120;0
0;43;0;1;1;Среднее специальное;Состою в браке;;;11000;0;;0
0;28;1;0;1;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;14000;0;10;0
0;56;1;1;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;11000;0;204;0
0;30;1;0;0;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;12000;0;18;0
1;57;1;0;1;Высшее;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;12000;0;300;0
0;56;1;1;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;25000;1;84;0
0;48;1;0;1;Высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;45000;0;48;0
0;48;1;1;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;5000;0;200;0
1;29;1;0;1;Высшее;Состою в браке;Индивидуальный предприниматель;Бухгалтерия, финансы, планир.;10000;0;12;0
0;49;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;6000;0;360;0
1;36;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;32000;0;132;14870
0;37;1;0;1;Среднее специальное;Состою в браке;Частная компания;Снабжение и сбыт;12000;0;12;0
0;36;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;20000;0;6;0
0;53;1;0;0;Неполное среднее;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;6700;0;120;0
1;60;0;1;1;Среднее;Разведен(а);;;10000;0;;1990
0;44;1;0;0;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;228;0
0;32;1;0;0;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;25000;0;6;0
0;50;1;1;1;Среднее;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;11700;0;348;3020
1;51;0;1;1;Неполное среднее;Вдовец/Вдова;;;9000;0;;0
0;53;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;0;180;0
0;62;0;1;1;Среднее специальное;Состою в браке;;;7000;0;;0
0;36;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;120;0
0;29;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;6500;0;108;0
0;50;1;0;0;Среднее;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;11000;1;18;0
1;27;1;0;1;Среднее;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;15000;0;36;0
0;25;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;8;0
1;24;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Вспомогательный техперсонал;15000;0;36;1840
0;41;1;0;1;Среднее;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;10000;0;156;0
0;30;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;25000;0;132;0
0;46;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;7000;0;72;0
0;31;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;5000;0;12;0
0;52;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;35000;0;204;0
0;49;1;0;1;Высшее;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;15000;0;276;0
0;29;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;3;0
0;45;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;7500;0;120;0
0;26;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;8200;0;60;0
1;46;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;324;0
0;22;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;9000;0;10;0
0;35;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;18000;1;72;0
0;51;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;48;0
0;57;0;1;1;Среднее;Состою в браке;;;4500;0;;0
0;31;1;0;0;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;50000;1;120;0
0;60;0;1;0;Среднее специальное;Состою в браке;;;20000;0;;0
0;38;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;7000;0;108;0
0;60;0;1;1;Среднее специальное;Вдовец/Вдова;;;6000;0;;0
0;50;1;0;1;Среднее специальное;Вдовец/Вдова;Частная компания;Участие в основ. деятельности;16000;0;300;0
0;50;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;348;0
0;37;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Адм-хоз. и трансп. службы;26000;0;67;0
0;56;1;1;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;13000;1;240;0
0;42;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;26000;0;120;0
0;52;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;5000;0;12;0
0;50;1;0;1;Неполное среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;48;0
0;61;0;1;1;Среднее;Состою в браке;;;7000;0;;0
0;54;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;10000;1;252;0
0;64;0;1;1;Среднее;Не состоял в браке;;;6000;0;;0
0;44;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Служба безопасности;13000;1;24;0
0;55;1;1;1;Среднее;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;7000;0;28;0
0;29;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;3;0
0;47;1;0;0;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;18600;0;120;0
0;59;1;1;1;Высшее;Состою в браке;Частная компания;Бухгалтерия, финансы, планир.;32640;0;128;0
0;38;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;5000;1;30;0
0;26;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;11000;0;7;0
0;52;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;1;260;0
0;48;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;11000;0;228;0
0;61;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;12000;0;474;0
0;34;1;0;0;Среднее специальное;Не состоял в браке;Индивидуальный предприниматель;Участие в основ. деятельности;30000;0;24;0
0;56;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;264;0
0;26;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;17000;0;6;0
0;31;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Вспомогательный техперсонал;10000;0;20;0
0;51;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;20000;0;243;0
0;41;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;228;0
0;34;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;120;0
0;44;1;1;1;Среднее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;288;0
0;62;0;1;1;Среднее специальное;Разведен(а);;;5500;0;;0
0;55;0;1;0;Среднее;Состою в браке;;;28000;0;;0
0;64;1;0;0;Высшее;Состою в браке;Государственная комп./учреж.;Бухгалтерия, финансы, планир.;14000;0;120;0
0;23;1;0;0;Неоконченное высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;12000;1;6;0
0;56;1;1;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;12;0
0;27;1;0;0;Высшее;Не состоял в браке;Государственная комп./учреж.;Адм-хоз. и трансп. службы;12000;1;67;0
0;23;1;0;0;Среднее;Не состоял в браке;Государственная комп./учреж.;Вспомогательный техперсонал;15000;0;12;0
0;35;1;0;0;Среднее специальное;Гражданский брак;Государственная комп./учреж.;Адм-хоз. и трансп. службы;8000;1;130;0
0;24;1;0;0;Высшее;Гражданский брак;Частная компания;Участие в основ. деятельности;12000;0;6;0
0;39;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;16000;0;18;0
0;50;1;1;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;35000;0;540;0
0;41;1;0;0;Среднее;Гражданский брак;Частная компания;Адм-хоз. и трансп. службы;15000;0;48;0
0;29;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;8000;0;36;0
0;35;1;0;0;Среднее специальное;Разведен(а);Частная компания;Вспомогательный техперсонал;25000;0;72;0
0;35;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;6;0
0;57;0;1;1;Неполное среднее;Состою в браке;;;8000;0;;0
0;53;1;0;1;Высшее;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;10000;0;408;0
1;38;1;0;1;Среднее;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;6000;0;30;0
0;33;1;0;1;Высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;96;0
0;51;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;30000;0;36;0
0;41;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;7000;0;12;0
0;58;1;0;1;Среднее специальное;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;20000;0;216;0
0;32;1;0;1;Высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;13000;0;180;0
0;59;0;1;0;Среднее;Гражданский брак;;;15000;0;;0
0;38;1;0;1;Среднее;Гражданский брак;Частная компания;Участие в основ. деятельности;6000;0;78;0
0;30;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Бухгалтерия, финансы, планир.;45000;0;36;0
0;39;1;0;0;Среднее;Состою в браке;Некоммерческая организация;Участие в основ. деятельности;10000;0;48;0
0;50;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;7000;0;36;0
0;35;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;5000;0;72;0
0;57;0;1;0;Среднее;Состою в браке;;;16000;0;;0
0;38;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;1;12;0
0;34;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;18000;0;180;0
1;44;0;1;0;Среднее специальное;Не состоял в браке;;;35000;0;;0
0;27;1;0;1;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;15000;0;7;0
0;30;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;84;0
1;38;1;0;1;Среднее специальное;Разведен(а);Частная компания;Участие в основ. деятельности;17000;0;60;0
0;42;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;24;0
0;44;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;16500;0;279;0
0;31;1;0;0;Среднее специальное;Гражданский брак;Частная компания;Участие в основ. деятельности;10000;0;60;1400
1;40;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;12000;0;6;1500
0;50;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;18000;0;36;2750
0;49;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;78;756,1
0;57;0;1;1;Среднее;Вдовец/Вдова;;;5000;0;;2350
0;23;1;0;0;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;15000;0;84;1940
1;24;1;0;1;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;12000;0;8;1640
0;40;1;0;1;Среднее;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;6000;0;240;840,4
0;53;1;1;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;14500;0;457;0
0;52;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;30000;0;300;0
0;43;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;8000;0;36;0
1;50;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;36;1270
0;43;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;96;0
0;26;1;0;1;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;18;0
0;55;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;10000;0;36;0
0;43;1;0;1;Среднее специальное;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;9700;0;132;0
1;44;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Кадровая служба и секретариат;10000;0;120;1140,2
0;38;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;25000;0;120;0
0;60;0;1;1;Среднее специальное;Состою в браке;;;15000;0;;0
0;45;1;0;1;Высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;157;0
0;60;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;250;0
0;55;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;72;0
0;38;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;48;0
0;64;0;1;1;Неполное среднее;Вдовец/Вдова;;;7000;0;;1030
0;39;1;0;1;Высшее;Гражданский брак;Частная компания;Участие в основ. деятельности;18000;0;16;840
0;30;1;0;1;Среднее специальное;Гражданский брак;Государственная комп./учреж.;Участие в основ. деятельности;6000;0;18;0
0;28;1;0;1;Высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;72;0
0;48;1;0;0;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;9000;0;48;0
0;44;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;3;0
0;56;1;1;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;20000;0;168;0
0;40;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;20000;0;120;0
0;45;1;0;1;Высшее;Вдовец/Вдова;Частная компания;Участие в основ. деятельности;25000;0;276;0
0;37;1;0;0;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;20000;0;72;0
0;57;1;1;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;23000;0;180;3260
0;22;1;0;1;Неоконченное высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;15000;0;12;0
0;26;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;36;0
0;25;1;0;1;Высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;10;0
0;24;1;0;1;Неоконченное высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;9000;0;12;0
0;26;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;17000;0;36;0
0;24;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;8000;0;35;0
0;24;1;0;1;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;8000;0;21;0
0;26;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;8000;0;7;0
0;25;1;0;1;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;6000;0;50;0
0;25;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;4900;0;36;0
0;25;1;0;1;Неоконченное высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;7;0
0;22;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;6000;0;4;0
0;25;1;0;1;Высшее;Не состоял в браке;Частная компания;Адм-хоз. и трансп. службы;8000;0;11;0
0;25;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;60;0
0;26;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;20;0
0;22;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;10000;0;4;0
1;25;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;6000;0;46;0
0;25;1;0;1;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;7000;0;19;0
0;38;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;15000;0;180;0
0;22;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;7000;0;8;0
0;25;1;0;1;Среднее специальное;Не состоял в браке;Некоммерческая организация;Участие в основ. деятельности;6500;0;24;0
0;26;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;12000;0;30;0
1;24;1;0;1;Неоконченное высшее;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;9000;0;60;0
0;26;1;0;1;Высшее;Разведен(а);Индивидуальный предприниматель;Участие в основ. деятельности;13500;0;16;0
0;25;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;5000;0;36;0
0;26;1;0;1;Высшее;Разведен(а);Частная компания;Участие в основ. деятельности;10000;0;18;0
0;24;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;5000;0;18;0
0;23;1;0;1;Неоконченное высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;7000;0;24;0
0;23;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;7000;0;12;0
0;25;1;0;1;Неоконченное высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;17000;0;24;0
0;55;0;1;0;Среднее специальное;Состою в браке;;;8500;0;;0
0;23;1;0;1;Высшее;Не состоял в браке;Индивидуальный предприниматель;Участие в основ. деятельности;9500;0;14;0
0;24;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;12;0
0;24;1;0;1;Неоконченное высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;12;0
0;24;1;0;1;Среднее специальное;Состою в браке;Частная компания;Вспомогательный техперсонал;7000;0;18;0
0;25;1;0;1;Среднее;Не состоял в браке;Индивидуальный предприниматель;Участие в основ. деятельности;15000;0;78;0
1;26;1;0;1;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;10000;0;66;0
0;24;1;0;1;Неоконченное высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;6;0
0;26;1;0;1;Среднее;Разведен(а);Государственная комп./учреж.;Вспомогательный техперсонал;4500;0;12;0
0;35;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;6000;0;130;0
0;23;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;4500;0;48;0
0;25;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;4;0
0;22;1;0;1;Неоконченное высшее;Не состоял в браке;Частная компания;Бухгалтерия, финансы, планир.;10000;0;36;0
0;26;1;0;1;Высшее;Не состоял в браке;Частная компания;Бухгалтерия, финансы, планир.;20000;0;11;0
0;24;1;0;1;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;18;0
0;25;1;0;1;Высшее;Не состоял в браке;Некоммерческая организация;Пр-техн. обесп. и телеком.;20000;0;18;0
0;22;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;7000;0;36;0
0;26;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;9000;0;12;0
0;24;1;0;1;Среднее;Гражданский брак;Частная компания;Участие в основ. деятельности;8000;0;24;0
0;24;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;12000;0;24;0
0;23;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;26;0
0;23;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;15000;0;24;0
0;23;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;18000;0;6;0
0;23;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;14;0
0;23;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;12000;0;12;0
0;23;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;4300;0;55;0
0;25;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Бухгалтерия, финансы, планир.;9000;0;84;0
1;26;1;0;1;Высшее;Не состоял в браке;Государственная комп./учреж.;Служба безопасности;7000;0;7;0
0;25;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;2867959;0
0;26;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;11000;0;60;0
0;23;1;0;1;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;15;0
0;23;1;0;1;Неоконченное высшее;Не состоял в браке;Частная компания;Вспомогательный техперсонал;15000;0;26;0
0;25;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Кадровая служба и секретариат;4800;1;24;0
1;23;1;0;1;Неоконченное высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;6000;0;12;0
0;25;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;5000;0;48;0
0;24;1;0;1;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;8;0
0;22;1;0;1;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;15000;0;24;0
0;25;1;0;1;Неоконченное высшее;Разведен(а);Частная компания;Участие в основ. деятельности;10500;0;48;0
0;23;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;20000;0;21;0
0;24;1;0;1;Неоконченное высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;12000;0;24;0
0;23;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Бухгалтерия, финансы, планир.;17000;0;28;0
0;24;1;0;1;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;10;0
0;22;1;0;1;Среднее;Не состоял в браке;Государственная комп./учреж.;Вспомогательный техперсонал;8000;0;36;0
0;23;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;6500;0;12;0
0;26;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;24;0
0;43;1;0;1;Среднее;Гражданский брак;Частная компания;Снабжение и сбыт;11000;0;120;0
0;22;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;7000;0;6;0
0;23;1;0;1;Среднее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;7000;0;16;0
